FIPS,state,percapita,population,total_liabilities,revenue,lib_rev_ratio,name,state_abv
39031,Ohio,1191.15,36569,43559005,47496770,91.71,Coshocton County,OH
39033,Ohio,976.95,42306,41330912,56036530,73.76,Crawford County,OH
39035,Ohio,0,1255921,0,0,null,Cuyahoga County,OH
39037,Ohio,0,52076,0,48711884,0,Darke County,OH
39039,Ohio,0,38352,0,0,null,Defiance County,OH
39041,Ohio,1424.8,193013,275005609,231370401,118.86,Delaware County,OH
39043,Ohio,2557.37,75550,193209404,112411156,171.88,Erie County,OH
39045,Ohio,1041.4,151408,157675829,170706356,92.37,Fairfield County,OH
39047,Ohio,0,28679,0,64199107,0,Fayette County,OH
39049,Ohio,0,1251722,0,0,null,Franklin County,OH
39051,Ohio,777.3,42537,33063915,55107741,60,Fulton County,OH
39053,Ohio,0,30142,0,4511741,0,Gallia County,OH
39055,Ohio,1295.76,94102,121933159,110893420,109.96,Geauga County,OH
39057,Ohio,1518.61,164427,249699755,189853329,131.52,Greene County,OH
39059,Ohio,0,39258,0,0,null,Guernsey County,OH
39061,Ohio,3307.09,807598,2670799000,1445009000,184.83,Hamilton County,OH
39063,Ohio,1097.13,75573,82913251,82695850,100.26,Hancock County,OH
39065,Ohio,0,31682,0,0,null,Hardin County,OH
39067,Ohio,0,15450,0,0,null,Harrison County,OH
39069,Ohio,1083.1,27816,30127578,44462373,67.76,Henry County,OH
39071,Ohio,0,43026,0,41760240,0,Highland County,OH
39073,Ohio,0,28491,0,0,null,Hocking County,OH
39075,Ohio,1128.94,43909,49570414,50640881,97.89,Holmes County,OH
39077,Ohio,854.24,58469,49946373,61254024,81.54,Huron County,OH
39079,Ohio,0,32596,0,40292323,0,Jackson County,OH
39081,Ohio,1463.47,67347,98560531,92342570,106.73,Jefferson County,OH
39083,Ohio,1031.52,61061,62985575,65566603,96.06,Knox County,OH
39085,Ohio,1308.6,229245,299990144,259427183,115.64,Lake County,OH
39087,Ohio,0,61109,0,0,null,Lawrence County,OH
39089,Ohio,1008.77,170570,172065259,170225722,101.08,Licking County,OH
39091,Ohio,0,45386,0,0,null,Logan County,OH
39093,Ohio,1037.35,305147,316545058,255648114,123.82,Lorain County,OH
39095,Ohio,1524.99,433689,661372873,526895261,125.52,Lucas County,OH
39097,Ohio,0,44094,0,45980166,0,Madison County,OH
39099,Ohio,1341.66,231900,311131966,250876002,124.02,Mahoning County,OH
39101,Ohio,902.22,65355,58964526,65351921,90.23,Marion County,OH
39103,Ohio,1241.29,176395,218957636,207870340,105.33,Medina County,OH
39105,Ohio,0,23257,0,0,null,Meigs County,OH
39107,Ohio,0,40968,0,0,null,Mercer County,OH
39109,Ohio,1019.01,104224,106205714,114759373,92.55,Miami County,OH
39111,Ohio,2825.4,14409,40711221,40955263,99.4,Monroe County,OH
39113,Ohio,1329.99,532258,707900209,818520898,86.49,Montgomery County,OH
39115,Ohio,0,14777,0,0,null,Morgan County,OH
39117,Ohio,1845.94,35074,64744660,60274729,107.42,Morrow County,OH
39119,Ohio,0,86290,0,0,null,Muskingum County,OH
39121,Ohio,1218.78,14326,17460191,24377834,71.62,Noble County,OH
39123,Ohio,0,40877,0,76470958,0,Ottawa County,OH
39125,Ohio,0,18976,0,21823592,0,Paulding County,OH
39127,Ohio,0,35985,0,0,null,Perry County,OH
39129,Ohio,1066.07,56998,60763954,52181792,116.45,Pickaway County,OH
39131,Ohio,0,28217,0,0,null,Pike County,OH
39133,Ohio,928.93,162275,150741477,157624641,95.63,Portage County,OH
39135,Ohio,1056.28,41329,43654805,39864373,109.51,Preble County,OH
39137,Ohio,0,34042,0,36724880,0,Putnam County,OH
39139,Ohio,1130.8,121707,137625917,126471663,108.82,Richland County,OH
39141,Ohio,0,77170,0,10220110,0,Ross County,OH
39143,Ohio,1231.99,59679,73524006,68111843,107.95,Sandusky County,OH
39145,Ohio,1078.48,76825,82854390,76774471,107.92,Scioto County,OH
39147,Ohio,1079.15,55610,60011448,59477585,100.9,Seneca County,OH
39149,Ohio,0,48901,0,59114412,0,Shelby County,OH
39151,Ohio,0,375165,0,0,null,Stark County,OH
39153,Ohio,988.48,541968,535726723,621513094,86.2,Summit County,OH
39155,Ohio,0,203751,0,194522007,0,Trumbull County,OH
39157,Ohio,780.69,92916,72539028,79764365,90.94,Tuscarawas County,OH
39159,Ohio,1371.54,54277,74443200,86128041,86.43,Union County,OH
39161,Ohio,0,28562,0,33259652,0,Van Wert County,OH
39163,Ohio,0,13048,0,19665733,0,Vinton County,OH
39165,Ohio,960.21,224469,215537516,235945142,91.35,Warren County,OH
39167,Ohio,965.04,61112,58975547,66078822,89.25,Washington County,OH
39169,Ohio,766.98,116063,89018529,93877963,94.82,Wayne County,OH
39171,Ohio,145.52,37120,5401833,48528232,11.13,Williams County,OH
39173,Ohio,975.82,129730,126593723,151163815,83.75,Wood County,OH
39175,Ohio,1285.25,22243,28587798,32484814,88,Wyandot County,OH
40001,Oklahoma,0,22004,0,0,null,Adair County,OK
40003,Oklahoma,0,5868,0,8979335,0,Alfalfa County,OK
40005,Oklahoma,0,13793,0,9678367,0,Atoka County,OK
40007,Oklahoma,0,5427,0,8510780,0,Beaver County,OK
40009,Oklahoma,0,23768,0,0,null,Beckham County,OK
40011,Oklahoma,0,9833,0,0,null,Blaine County,OK
40013,Oklahoma,0,44884,0,0,null,Bryan County,OK
40015,Oklahoma,0,29343,0,16530241,0,Caddo County,OK
40017,Oklahoma,0,133378,0,0,null,Canadian County,OK
40019,Oklahoma,0,48689,0,33310570,0,Carter County,OK
40021,Oklahoma,0,48447,0,20253678,0,Cherokee County,OK
40023,Oklahoma,0,14997,0,0,null,Choctaw County,OK
40025,Oklahoma,0,2216,0,0,null,Cimarron County,OK
40027,Oklahoma,0,274458,0,0,null,Cleveland County,OK
40029,Oklahoma,0,5651,0,0,null,Coal County,OK
40031,Oklahoma,0,124648,0,26692769,0,Comanche County,OK
40033,Oklahoma,0,5996,0,4650977,0,Cotton County,OK
40035,Oklahoma,0,14818,0,0,null,Craig County,OK
40037,Oklahoma,0,70892,0,23376856,0,Creek County,OK
40039,Oklahoma,0,29744,0,0,null,Custer County,OK
40041,Oklahoma,0,41459,0,0,null,Delaware County,OK
40043,Oklahoma,0,4995,0,0,null,Dewey County,OK
40045,Oklahoma,0,4231,0,0,null,Ellis County,OK
40047,Oklahoma,0,63569,0,0,null,Garfield County,OK
40049,Oklahoma,0,27755,0,18295504,0,Garvin County,OK
40051,Oklahoma,0,54648,0,0,null,Grady County,OK
40053,Oklahoma,0,4523,0,9917412,0,Grant County,OK
40055,Oklahoma,0,6070,0,3612229,0,Greer County,OK
40057,Oklahoma,0,2788,0,3424206,0,Harmon County,OK
40059,Oklahoma,0,3754,0,0,null,Harper County,OK
40061,Oklahoma,0,12845,0,0,null,Haskell County,OK
40063,Oklahoma,0,13735,0,0,null,Hughes County,OK
40065,Oklahoma,0,25574,0,9491834,0,Jackson County,OK
40067,Oklahoma,0,6276,0,0,null,Jefferson County,OK
40069,Oklahoma,0,10980,0,0,null,Johnston County,OK
40071,Oklahoma,0,45366,0,0,null,Kay County,OK
40073,Oklahoma,0,15584,0,0,null,Kingfisher County,OK
40075,Oklahoma,0,9144,0,6361289,0,Kiowa County,OK
40077,Oklahoma,0,10483,0,8658826,0,Latimer County,OK
40079,Oklahoma,0,49605,0,0,null,Le Flore County,OK
40081,Oklahoma,0,35042,0,0,null,Lincoln County,OK
40083,Oklahoma,0,45996,0,0,null,Logan County,OK
40085,Oklahoma,0,9870,0,0,null,Love County,OK
40087,Oklahoma,0,38066,0,0,null,McClain County,OK
40089,Oklahoma,0,33048,0,0,null,McCurtain County,OK
40091,Oklahoma,0,19990,0,0,null,McIntosh County,OK
40093,Oklahoma,0,7771,0,9901298,0,Major County,OK
40095,Oklahoma,0,16232,0,0,null,Marshall County,OK
40097,Oklahoma,0,40887,0,0,null,Mayes County,OK
40099,Oklahoma,0,13936,0,8821706,0,Murray County,OK
40101,Oklahoma,0,69699,0,0,null,Muskogee County,OK
40103,Oklahoma,0,11554,0,0,null,Noble County,OK
40105,Oklahoma,0,10539,0,0,null,Nowata County,OK
40107,Oklahoma,0,12181,0,0,null,Okfuskee County,OK
40109,Oklahoma,0,776864,0,0,null,Oklahoma County,OK
40111,Oklahoma,0,39187,0,0,null,Okmulgee County,OK
40113,Oklahoma,0,47887,0,0,null,Osage County,OK
40115,Oklahoma,0,31981,0,0,null,Ottawa County,OK
40117,Oklahoma,0,16436,0,0,null,Pawnee County,OK
40119,Oklahoma,0,80850,0,32942216,0,Payne County,OK
40121,Oklahoma,0,44610,0,27799003,0,Pittsburg County,OK
40123,Oklahoma,0,38194,0,16311180,0,Pontotoc County,OK
40125,Oklahoma,0,71875,0,0,null,Pottawatomie County,OK
40127,Oklahoma,0,11183,0,0,null,Pushmataha County,OK
40129,Oklahoma,0,3788,0,0,null,Roger Mills County,OK
40131,Oklahoma,0,90802,0,0,null,Rogers County,OK
40133,Oklahoma,0,25548,0,10952178,0,Seminole County,OK
40135,Oklahoma,0,41153,0,0,null,Sequoyah County,OK
40137,Oklahoma,0,44581,0,23643832,0,Stephens County,OK
40139,Oklahoma,0,21489,0,0,null,Texas County,OK
40141,Oklahoma,0,7515,0,6458848,0,Tillman County,OK
40143,Oklahoma,389.09,639242,248720189,329527316,75.48,Tulsa County,OK
40145,Oklahoma,0,76559,0,0,null,Wagoner County,OK
40147,Oklahoma,0,52021,0,0,null,Washington County,OK
40149,Oklahoma,0,11661,0,0,null,Washita County,OK
40151,Oklahoma,0,9304,0,0,null,Woods County,OK
40153,Oklahoma,0,21559,0,0,null,Woodward County,OK
41001,Oregon,0,16005,0,0,null,Baker County,OR
41003,Oregon,1053.74,87572,92278533,92385386,99.88,Benton County,OR
41005,Oregon,1847.46,401515,741784482,606252909,122.36,Clackamas County,OR
41007,Oregon,1374.41,37831,51995213,54197218,95.94,Clatsop County,OR
41009,Oregon,605.59,49600,30037341,45402327,66.16,Columbia County,OR
41011,Oregon,746.96,63121,47148890,59926367,78.68,Coos County,OR
41013,Oregon,1442.42,21630,31199485,37222943,83.82,Crook County,OR
41015,Oregon,790.26,22483,17767318,19420945,91.49,Curry County,OR
41017,Oregon,1339.42,175268,234757471,215271552,109.05,Deschutes County,OR
41019,Oregon,1290.31,107685,138946820,97306927,142.79,Douglas County,OR
41021,Oregon,2909.18,1859,5408171,19791378,27.33,Gilliam County,OR
41023,Oregon,0,7185,0,14928477,0,Grant County,OR
41025,Oregon,0,7200,0,14810940,0,Harney County,OR
41027,Oregon,0,23137,0,0,null,Hood River County,OR
41029,Oregon,754.39,212567,160358239,176542235,90.83,Jackson County,OR
41031,Oregon,1010.41,22666,22901997,31630087,72.41,Jefferson County,OR
41033,Oregon,584.45,84745,49528960,79291197,62.46,Josephine County,OR
41035,Oregon,399.72,66016,26388188,64135476,41.14,Klamath County,OR
41037,Oregon,1241.37,7829,9718683,16889480,57.54,Lake County,OR
41039,Oregon,1042.54,362895,378330817,324847370,116.46,Lane County,OR
41041,Oregon,385.68,47038,18141765,70726753,25.65,Lincoln County,OR
41043,Oregon,802.98,120547,96796583,117431527,82.43,Linn County,OR
41045,Oregon,0,30380,0,26892883,0,Malheur County,OR
41047,Oregon,776.54,330700,256802975,255676089,100.44,Marion County,OR
41049,Oregon,1455.33,11190,16285172,28969156,56.22,Morrow County,OR
41051,Oregon,1601.2,790294,1265422000,1373076000,92.16,Multnomah County,OR
41053,Oregon,709.51,79391,56328756,54431358,103.49,Polk County,OR
41055,Oregon,0,1680,0,20549465,0,Sherman County,OR
41057,Oregon,1989.57,25653,51038562,61244886,83.34,Tillamook County,OR
41059,Oregon,131.82,76531,10088644,65732119,15.35,Umatilla County,OR
41061,Oregon,468.24,25790,12075959,27554099,43.83,Union County,OR
41063,Oregon,77.25,6856,529614,18688979,2.83,Wallowa County,OR
41065,Oregon,566.04,25775,14589556,33455784,43.61,Wasco County,OR
41067,Oregon,1290.98,574326,741441000,604416000,122.67,Washington County,OR
41069,Oregon,0,1358,0,5054822,0,Wheeler County,OR
41071,Oregon,536.13,102659,55039055,93748839,58.71,Yamhill County,OR
42001,Pennsylvania,0,102295,0,0,null,Adams County,PA
42003,Pennsylvania,0,1230459,0,0,null,Allegheny County,PA
42005,Pennsylvania,890.71,67052,59723964,48157071,124.02,Armstrong County,PA
42007,Pennsylvania,1045.83,168871,176609949,191888530,92.04,Beaver County,PA
42009,Pennsylvania,0,48586,0,0,null,Bedford County,PA
42011,Pennsylvania,0,415271,0,0,null,Berks County,PA
42013,Pennsylvania,1011.01,125593,126975404,84632717,150.03,Blair County,PA
42015,Pennsylvania,0,61281,0,0,null,Bradford County,PA
42017,Pennsylvania,0,627367,0,0,null,Bucks County,PA
42019,Pennsylvania,497.52,186818,92945717,127034545,73.17,Butler County,PA
42021,Pennsylvania,1389.09,136411,189487729,147716223,128.28,Cambria County,PA
42023,Pennsylvania,0,4732,0,0,null,Cameron County,PA
42025,Pennsylvania,0,63960,0,0,null,Carbon County,PA
42027,Pennsylvania,0,160580,0,0,null,Centre County,PA
42029,Pennsylvania,1434.35,515939,740035948,519453232,142.46,Chester County,PA
42031,Pennsylvania,269.31,39498,10637017,28475415,37.36,Clarion County,PA
42033,Pennsylvania,75.54,80994,6118295,40159598,15.23,Clearfield County,PA
42035,Pennsylvania,667.74,39441,26336378,32533038,80.95,Clinton County,PA
42037,Pennsylvania,0,66672,0,0,null,Columbia County,PA
42039,Pennsylvania,0,86484,0,0,null,Crawford County,PA
42041,Pennsylvania,244.94,246338,60337130,198977299,30.32,Cumberland County,PA
42043,Pennsylvania,816.28,272983,222829953,288161298,77.33,Dauphin County,PA
42045,Pennsylvania,0,563894,0,0,null,Delaware County,PA
42047,Pennsylvania,168.86,30872,5212940,21912223,23.79,Elk County,PA
42049,Pennsylvania,543.76,278045,151190849,402121475,37.6,Erie County,PA
42051,Pennsylvania,389.11,133628,51996195,142476209,36.49,Fayette County,PA
42053,Pennsylvania,0,7410,0,0,null,Forest County,PA
42055,Pennsylvania,602.87,153638,92623727,100591376,92.08,Franklin County,PA
42057,Pennsylvania,504.07,14629,7374102,10931462,67.46,Fulton County,PA
42059,Pennsylvania,565.67,37519,21223291,40525371,52.37,Greene County,PA
42061,Pennsylvania,350.84,45668,16022282,30957325,51.76,Huntingdon County,PA
42063,Pennsylvania,600.13,86966,52191073,62377882,83.67,Indiana County,PA
42065,Pennsylvania,0,44430,0,0,null,Jefferson County,PA
42067,Pennsylvania,29.39,24737,727007,14985374,4.85,Juniata County,PA
42069,Pennsylvania,0,211917,0,16616322,0,Lackawanna County,PA
42071,Pennsylvania,687.86,536624,369119890,329406010,112.06,Lancaster County,PA
42073,Pennsylvania,459.21,88082,40448246,71716980,56.4,Lawrence County,PA
42075,Pennsylvania,0,137067,0,0,null,Lebanon County,PA
42077,Pennsylvania,1252.18,360685,451643087,475194574,95.04,Lehigh County,PA
42079,Pennsylvania,0,318449,0,0,null,Luzerne County,PA
42081,Pennsylvania,0,116048,0,0,null,Lycoming County,PA
42083,Pennsylvania,0,42412,0,0,null,McKean County,PA
42085,Pennsylvania,279.08,114234,31880330,75411777,42.28,Mercer County,PA
42087,Pennsylvania,310.69,46500,14447022,35316769,40.91,Mifflin County,PA
42089,Pennsylvania,0,166397,0,0,null,Monroe County,PA
42091,Pennsylvania,0,819264,0,0,null,Montgomery County,PA
42093,Pennsylvania,169.03,18557,3136660,12818211,24.47,Montour County,PA
42095,Pennsylvania,0,300813,0,0,null,Northampton County,PA
42097,Pennsylvania,0,93246,0,0,null,Northumberland County,PA
42099,Pennsylvania,0,45685,0,0,null,Perry County,PA
42101,Pennsylvania,null,null,0,0,null,Philadelphia County,PA
42103,Pennsylvania,0,55949,0,0,null,Pike County,PA
42105,Pennsylvania,385.75,17093,6593596,19967282,33.02,Potter County,PA
42107,Pennsylvania,1486.94,144590,214996295,132567081,162.18,Schuylkill County,PA
42109,Pennsylvania,1.24,40444,50001,22639929,0.22,Snyder County,PA
42111,Pennsylvania,439.81,75522,33215131,59935197,55.42,Somerset County,PA
42113,Pennsylvania,0,6328,0,0,null,Sullivan County,PA
42115,Pennsylvania,154.4,41666,6433075,31736779,20.27,Susquehanna County,PA
42117,Pennsylvania,109.71,41877,4594451,40212935,11.43,Tioga County,PA
42119,Pennsylvania,352.61,44954,15851311,26188951,60.53,Union County,PA
42121,Pennsylvania,243.14,53119,12915590,61351724,21.05,Venango County,PA
42123,Pennsylvania,0,40396,0,0,null,Warren County,PA
42125,Pennsylvania,511.02,208261,106426419,136879886,77.75,Washington County,PA
42127,Pennsylvania,744.83,51198,38133686,55344530,68.9,Wayne County,PA
42129,Pennsylvania,649.02,357956,232320245,293866527,79.06,Westmoreland County,PA
42131,Pennsylvania,0,27800,0,0,null,Wyoming County,PA
42133,Pennsylvania,0,442867,0,0,null,York County,PA
44001,Rhode Island,null,null,0,0,null,Bristol County,RI
44003,Rhode Island,null,null,0,0,null,Kent County,RI
44005,Rhode Island,null,null,0,0,null,Newport County,RI
44007,Rhode Island,null,null,0,0,null,Providence County,RI
44009,Rhode Island,null,null,0,0,null,Washington County,RI
45001,South Carolina,0,24932,0,0,null,Abbeville County,SC
45003,South Carolina,1673.64,165829,277538159,138637407,200.19,Aiken County,SC
45005,South Carolina,0,9433,0,0,null,Allendale County,SC
45007,South Carolina,880.94,194692,171511230,140964359,121.67,Anderson County,SC
45009,South Carolina,1479.86,14880,22020269,15137062,145.47,Bamberg County,SC
45011,South Carolina,0,21725,0,0,null,Barnwell County,SC
45013,South Carolina,2024.04,179589,363494843,261924487,138.78,Beaufort County,SC
45015,South Carolina,1852.73,202786,375708059,330166442,113.79,Berkeley County,SC
45017,South Carolina,0,14781,0,0,null,Calhoun County,SC
45019,South Carolina,3162.1,389262,1230883573,566754461,217.18,Charleston County,SC
45021,South Carolina,0,56194,0,0,null,Cherokee County,SC
45023,South Carolina,1905.81,32267,61494626,44203871,139.12,Chester County,SC
45025,South Carolina,0,46017,0,0,null,Chesterfield County,SC
45027,South Carolina,2122,33775,71670714,33532036,213.74,Clarendon County,SC
45029,South Carolina,1704.73,37731,64321036,53200777,120.9,Colleton County,SC
45031,South Carolina,552.27,67548,37304907,42916462,86.92,Darlington County,SC
45033,South Carolina,0,31234,0,0,null,Dillon County,SC
45035,South Carolina,2159.24,152478,329235894,168411501,195.49,Dorchester County,SC
45037,South Carolina,643.36,26514,17057976,18117864,94.15,Edgefield County,SC
45039,South Carolina,3087.3,22747,70226921,39098082,179.62,Fairfield County,SC
45041,South Carolina,1980.68,138900,275116529,130340715,211.07,Florence County,SC
45043,South Carolina,3027.61,61298,185586482,90773166,204.45,Georgetown County,SC
45045,South Carolina,1246.8,491863,613256501,313651281,195.52,Greenville County,SC
45047,South Carolina,1038.56,69838,72531105,57665465,125.78,Greenwood County,SC
45049,South Carolina,1519.78,20049,30470029,20459038,148.93,Hampton County,SC
45051,South Carolina,1524.57,309199,471394000,484693000,97.26,Horry County,SC
45053,South Carolina,2220.86,27824,61793309,47517116,130.04,Jasper County,SC
45055,South Carolina,1254.59,63603,79795952,50321083,158.57,Kershaw County,SC
45057,South Carolina,1283.44,85842,110172717,97057851,113.51,Lancaster County,SC
45059,South Carolina,924.88,66623,61618483,43395176,141.99,Laurens County,SC
